"video_id","title","channel","published_at","views","likes","comments","tags","duration_iso"
"mK5kUDWPwBo","Mental Health Awareness","Farmers Insurance",2020-05-13,6001,12,1,NA,"PT48S"
"G1Nv5_rkwhs","⚠️AWARNESS PURPOSES⚠️ #pov guess the disorder… #shorts #fyp #tiktok #mentalhealth #awareness","Dailymug69 - Hope Brett",2024-07-31,5011240,315868,18965,NA,"PT57S"
"Y1bVi-491k0","Mother advocates for mental health awareness after son's suicide","FOX 2 Detroit",2024-03-03,138835,5410,1695,"weekend-mornings, mornings, WJBK, Video","PT3M28S"
"IgDdlkcDXKg","Low Mental Health Day #mentalhealthawareness #mentalhealth #depression","Hayley Honeyman",2023-06-08,467571,31802,322,NA,"PT25S"
"K-JHDBJN3PY","Mental Health Awareness | Importance & Significance | Siddharth Sir","Utkarsh Nursing Classes",2024-05-18,12131,1314,230,"mental health day, mental health day theme 2023 in hindi, mental health day theme 2024 in hindi, world mental health day 2024, mental health, mental health awareness month, mental health awareness video, mental health awareness, mental health in hindi, esic important topics, siddharth sir nursing utkarsh, nursing important topics, norcet important topics, utkarsh nursing, siddharth sir nursing classes","PT9M1S"
"tZuWACJIceo","June is Mens Mental Health Awareness Month","Mental Health Matters",2023-06-12,7582,68,14,NA,"PT5S"
"uIraSPjzfko","What Do You Feel? Exploring Emotions: Understanding Mental Health for Kids.","Kids Academy",2024-05-27,44753,263,0,"emotions, mental health, emotions for kids, teach emotions to kids, social emotional learning, what is mental health for kids, child mental health, mental health awareness, world mental health month, feelings, happiness, psychology, kids, calm, mindfulness, kids video, kids videos for kids, stories, kids videos, stories for kids, kids stories, for kids","PT4M45S"
"U4U8I_cegCw","What Lack Of Intimacy Does To Your Brain #stressrelief #stress #intimacy #mentalhealthawareness","Psych2Go",2025-10-10,124500,8019,264,"lack, intimacy, does to your brain","PT1M27S"
"enbrFgo220k","Mental Health Awareness Month","California Department of Public Health",2025-05-17,8581,650,15,NA,"PT10S"
"9K5SFievzGY","Laura Dockrill | Postnatal Mental Health Awareness | Talks at Google","Talks at Google",2021-05-14,4051,69,6,"talks, talks at google, google talks, ted talks, inspirational talks, educational talks, postpartum, post natal, postnatal, post natal mental health, postnatal mental health awareness, mental health, mental wellbeing, maternal wellbeing, maternal mental health, maternal mental health awareness, what have I done?, laura dockrill, postnatal psychosis","PT53M42S"
"PyaYXodMDU4","Mental Health Awareness Month #mentalhealth #bipolar #bpd #sh #ed #recovery #sa #endthestigma","Stephanie Marburger",2024-05-03,29679,864,16,NA,"PT9S"
"t0f6javR1pM","Mental health VS students of India  | Why mental health is a big issue in India | Abhi and Niyu","Abhi and Niyu",2021-11-16,3291263,198961,8309,"abhi and niyu, abhi and niyu latest, abhi and niyu exposed, india today, latest news, infotainment, mental, mental health, indian students, indian education system, mental health awareness, mental health motivation, mental health helpline, mental health helpline india, UNICEF, students abhi and niyu, education abhi and niyu","PT7M16S"
"rPJfFJNujGo","Mental health tattoo part 2 #vent #mentalhealth #sad #tattoo #animation #shorts","Sadaxe",2025-09-13,151798,9277,261,NA,"PT22S"
"n1C5yE1iK6E","How To Use The Circle Of Control  #mentalhealth #childrensmentalhealth #mentalhealthawareness","Mental Health Center Kids",2025-03-18,7742,152,0,"circle of control, circle of control activity, circle of control for kids, circle of control worksheet, circle of control poster, circle of control for elementary students, mylemarks, kids want to know, circle of control for middle school, circle of control anxiety, mental health center kids, hank the health hero, social emotional learning, mental health, stress management, self-control for kids, ms rachel, learn with liz, morning messages, rocketkids, classdojo","PT54S"
"qIWfstaZOJ4","Speech on the importance of mental health awareness in english | importance of mental health speech","Gyankaksh Educational Institute",2023-08-08,11830,149,7,"importance of mental health awareness easy speech, importance of mental health awareness speech, importance of mental health awareness speech for class 10, importance of mental health awareness speech for class 12, importance of mental health awareness speech in english, speech on the importance of mental health awareness, speech on the importance of mental health awareness for class, speech on importance of mental health, speech on the importance of mental health awareness in english","PT5M32S"
"N-HVq2AG01s","'The View' Recognizes National Mental Health Awareness Month","The View",2020-05-15,10260,162,31,"The View, Whoopi Goldberg, Joy Behar, Meghan McCain, Sunny Hostin","PT40S"
"qjJlPPFxZiA","#POV you try to tell ur parents about your mental health and they don’t listen #shorts #acting #fyp","CrazyCae",2022-12-04,1737000,NA,1503,NA,"PT14S"
"JO1OsisGu9Q","How I lost my partner to suicide | Summary #suicideprevention #mentalhealthawareness #alcoholic","Lauren Ashley Grenda",2022-04-24,1219427,57911,3243,NA,"PT1M"
"02leGdeyAj4","The Silent Struggle: Mental Health Burden on Kenyan Caregivers | 12 Minutes","NTV Kenya",2025-05-13,11728,132,43,"ntv live, ntv kenya live, ntv kenya live streaming now, ntv kenya live streaming online now, ntv kenya live now, Rigathi Gachagua impeachment, Deputy President, Gachagua before Parliament, William Ruto, Impeaching Rigathi Live","PT15M48S"
"JMAJcHrsx08","Schizophrenia Without Medication","SchizophrenicNYC",2024-04-10,1162431,16791,1330,"Schizophrenia, Schizophrenia patient real video","PT17S"
"0m0-VEir34o","'Mind' Mental Health Advert 2021","Tom Knibbs",2021-06-29,230670,2686,56,"mental health, awareness, campaign, mind, mental, health, important, 2021 advert","PT59S"
"TtDr52pSoXc","What is Mental Health? Mental Health Awareness | Animated Video","Animation Builders",2024-03-31,1003,16,3,"mental health, wellbeing, depression, stress, mentalhealthawareness, mentalhealth, world mental health day, anxiety, anxiety disorder, what is mental health, mental wellbeing, mental illness, psychotherapy, psychology, therapy, psychotherapy session, productivity, breakdown, empathy, mental health awareness, raise awareness, foster empathy.","PT2M21S"
"KdVvbgDnaRw","Mental health kaise thik kare. Mental health ko strong kaise kare.","Dr. Mayank Agrawal",2024-09-25,77551,3390,34,"mental health ko kaise thik kare, mental health ko strong kaise banaye, mental health ko kaise thik rakhe, mental health ko kaise theek karen, mental health ko thik kaise karen, mental health ko sahi kaise karen, mental health ko kaise sudhare, mental health ko kaise improve kare, mental health ko kaise theek rakhen, YouTube, Youtubeshorts","PT1M"
"YEqJDkntWFM","Strong Minds, Stronger Men: Mental Health Awareness Month","City of Cape Town",2025-06-23,32,4,0,NA,"PT30S"
"kiE43S2KjSw","Girl DISSES Men’s Mental Health Month 😳","Austin Long",2025-06-09,188085,3161,196,NA,"PT25S"
"u2cxlHCDGgs","Victory Over My Mental Health | Stephen Prado","Stephen Prado",2024-02-08,243835,6001,340,"sermon, preaching, mental health, jia cmnv, Stephen prado, millennial pastor, pinoy, ccf main, victory church, g12, Jesus is Alive","PT47M50S"
"1Apzbky5wug","#pov a teenager living with a mental health disorder… #fyp #shorts #tiktok","Dailymug69 - Hope Brett",2022-05-31,5602607,336218,9134,NA,"PT34S"
"c6trhZvywFM","Mental Health 🌿 #corecore #sadcore #mindcore #hopecore #explore #viral #trend #fyp","Mindcore",2024-03-29,5720122,408201,7381,NA,"PT1M"
"QvHVYvAluaw","Mental Health Awareness Month: Raising awareness on men's mental health","Guardian Nigeria",2025-06-25,453,9,3,"MentalHealthAwarenessMonth, MentalHealth, Men, Health","PT17M58S"
"iVmR9EuvDKQ","Mental Health: Depression","Gabay sa Kalusugan - Dr. Gary Sy",2023-12-19,43324,1321,34,NA,"PT1M1S"
"5khDRQ5NEKk","Cultivating Mental Health Awareness","Illinois IPS Initiative",2018-07-23,189,3,1,"raising awareness about mental illness, mental health recovery, addressing myths of mental illness, personal recovery story","PT57M11S"
"w24Doqht084","A never ending fight that I won’t lose #mentalhealth #youtubeshorts #shorts #mentalhealthawareness","CrazyCae",2025-03-26,580700,NA,4081,NA,"PT47S"
"ObE8ktFeX-s","😲FREE MENTAL HEALTH THERAPY #india #shots","Radha Shrivastava",2024-07-17,61074,971,54,"mentalhealth, mentalhealthawareness, therapyforcollegestudents, freementalhealththerapy, freetherapyforyouth, mentalwellnessexperts, freepsychologists, listoffreetherapists, mental health india, mental health awareness, mental health, FREE MENTAL HEALTH THERAPY, Free Mental Health Therapy in India for students and unemployed adults.","PT29S"
"L4Sc1cjK91E","10 Unexpected Ways Pain Changes You #mentalhealth #pain #mentalhealthawareness","Psych2Go",2025-09-25,111119,10571,201,"10 unexpected ways, pain, changes you","PT1M17S"
"s1Fd4EoFuHg","Free Mental Health Bootcamp 2025 | WhatsApp ""bootcamp"" on 7385911025 to fix your Mental Health.","Dr Umesh Wadhavani",2025-10-04,4434,242,18,"dr Umesh wadhavani, nutrilite hindi, nutritionist hindi, hindi fitness channel, hindi fitness, hindi diet plan for weight loss, hindi diet plan, hindi diet chart, weight loss hindi tips, hindi nutrition channel, dr umesh wadhwani","PT1M13S"
"um7Z6s8t5Hc","Chaplain of the Marine Corps | Mental Health Awareness","Marines",2025-10-12,7793,517,79,NA,"PT4M59S"
"AbGXi4fd8Go","Mental Health in the Workplace | Mental Health Wellness Tips","HoffsTech",2022-07-11,8851,53,11,"Mental health in the workplace, mental health wellness tips, mental health tips, workplace mental health, Addressing Mental Health in the workplace, mental health at work, mental health awareness, mental health, mental illness, mental health disorders, mental health issues, healthcare, employee mental health ways, work health and safety, mental health training, employee mental health, leadership, mental health awareness month, mental health awareness video, leadership training","PT6M26S"
"K5z8VyRd1G0","An Ultramarathoner’s Hundred-Mile Run for Mental-Health Awareness | The New Yorker Documentary","The New Yorker",2022-10-10,68694,2436,79,"amar chebib, darius sam, depression, documentaries, documentary, film, film & animation, films, marathonor, marathons, mental health, mental health awareness, new yorker, new yorker doc, new yorker documentary, new yorker film, running, running for mental health, short doc, short documentary, short film, short films, tackling depression, the new yorker, the new yorker documentary, the runner, the runner film, ultramarathon, ultramarathoner","PT16M43S"
"-7YZMgSv1fU","I feel that way too - men's mental health awareness short film / video 2020 / advert","Brogan Algar",2020-05-03,20980,270,14,"mental health, mens mental health, suicide prevention, mental health awareness, depression, anxiety, sad, short film, emotions","PT1M20S"
"am-vmiqhDFA","World Mental Health Day | Mental Health Awareness - Frankfinn","Frankfinn",2022-10-11,6133,125,2,"Frankfinn, Aviation, Airhostess, Cabin crew, Ground staff, airport, pilot, FlyHigh, Hospitality, Customer Service, FrankfinnInstituteofAirHostessTraining, frankfinninstitute, frankfinncourses, frankfinn courses after 12th, frankfinn near me, frankfinn air hostess salary, frankfinn aviation, frankfinn airhostess, frankfinn airlines admission, frankfinn indian air hostes, frankfinn institute, frankfinn courses for boys, mental health day, world mental health day","PT12S"
"u0BBZzFJXcw","🧠World Mental Health Day Drawing/World Mental Health Day Poster Drawing Easy #drawing #shorts #viral","Art Book",2023-10-09,98703,NA,12,"Mental health day drawing, mental health care drawing, mental health drawing, easy drawing, mental health day poster drawing, easy poster drawing, youtubeshorts, shorts, artbook, viral shorts, trending shorts, satisfying creative art","PT11S"
"ZnM2pEJTrS0","3 Mental Health Truths Every Man Should Know","Abhasa - Rehab & Wellness ",2025-06-28,106483,3429,52,NA,"PT58S"
"4zfCvoXagsU","POV : life with depression (everyone’s is different 💗) #depression #awareness #mentalhealth","Libby Glass",2023-06-27,433944,22841,650,NA,"PT15S"
"eAzyuXTd52o","Therapy changed my life.. #youtubeshorts #malayalam #anjujoseph #dhanyavarma #mentalhealth","I AM with Dhanya Varma",2023-07-20,363845,10518,105,NA,"PT39S"
"ORIZ4Qh1T_U","Men's mental health month.","Reid Olson",2025-06-11,11651578,786667,15487,NA,"PT2M6S"
"AoNt6O16QUs","Mental Health Awareness Month","Mrs. Arensberg",2024-05-14,1107,NA,7,NA,"PT20S"
"Apxj-EMbXss","Mental Health Awareness Week | Being kind | Newsround | CBBC","CBBC",2020-05-19,7220,42,NA,"CBBC, CBBC Shows, CBBC iPlayer, old shows, CBBC Songs, Horrible Histories, Almost Never, Dumping Ground, Blue Peter, Newsround, CBBC Bedtime Stories, CBBC Cartoons, CBBC Channel, CBBC Full Episodes, CBBC Game Show, CBBC Hacker","PT2M11S"
"iuQ-L5jxDio","This isn’t easy… | Men's Mental Health Month","Mitchell Hooper",2025-06-12,43332,3084,878,"mental illness awareness month, depression, june, may, mental health, major depression, what does depression feel like, overcome depression, how to fight depression, mental health awareness, men's mental health, mens mental health, mens mental health month, mens mentality","PT15M47S"
"QrFH7yP7Amg","Men's Mental Health Month...","Tom Beckles",2022-11-30,147193,7264,267,NA,"PT18S"
"N8qSGoxk7Y8","⚠️AWARENESS PURPOSES⚠️ #pov guess the disorder… #shorts #fyp #tiktok #mentalhealth #awareness","Dailymug69 - Hope Brett",2024-07-29,884494,62177,10912,NA,"PT1M"
"jEDWUvDA3Xk","Mental Health paragraph 😍!! Paragraph on Mental Health!!#shorts","Fuljhuri Writing ",2024-11-30,68228,434,12,"Mental Health paragraph 😍!! Paragraph on Mental Health!!","PT6S"
"kOWr_4--6o0","Never Ignore These 5 Signs of Depression | Depression Symptoms | Depression k Lakshan","Nirvan Hospital - Dr. Deeptanshu Agarwal",2025-01-07,586872,14148,301,"depression, symptoms of depression, signs of depression, depression symptoms, common symptoms of depression, early symptoms of depression, signs of depression test, depression ke symptoms, depression symptoms in hindi, depression ke lakshan, depression ke lakshan bataye, depression ke lakshan aur upay, depression ke lakshan kya hote hai, what is the first sign of depression?, depression me kya hota hai","PT28S"
"mm48tYgNW4o","Spotlight: Mental Health Awareness Month | HAILEY RHODE BIEBER","Hailey Rhode Bieber",2022-05-31,279564,15896,714,NA,"PT3M4S"
"OpQKbnhmxgo","You Got This: A Recap of Our May Mental Health Awareness Month Campaign | Child Mind Institute","Child Mind Institute",2023-06-02,2323,NA,0,NA,"PT1M41S"
"ZUU7hpj6YTQ","3 depression symptoms you may not have known about #mentalhealth","Cerebral",2025-01-16,355246,4473,129,NA,"PT8S"
"Nlz8yKG0ySU","Emotional well being and mental health (Hindi)","NCERT OFFICIAL",2020-08-06,367578,7207,254,"Emotional well being and mental health (Hindi)","PT4M59S"
"GnpwnWJLjvQ","Write English Essay on Importance of Mental Health Awareness in Schools | Mental Health Awareness","SUVI Education Channel",2024-09-24,12013,131,7,"English Essay on Importance of Mental Health Awareness in Schools, how to write english essay on mental health awareness in schools, best english essay, essay, english essay, how to write essay, englsih, handwriting, handwritten english essay, essay for students, how to write english essay, learn write read english essay, essay for class tenth, essay for class nine, essay for class eight, all types of english essay, essay video, essay channel, suvi education channel, simple essay","PT10M39S"
"q_g0lPf7ztw","8 Signs You Are Mentally Breaking Down #mentalhealth #breakdown #mentalhealthawareness #burnout","Psych2Go",2025-09-24,79105,7733,260,"8 signs, mentally, breaking down","PT1M15S"
"ZwO0rervo8o","My response to men’s mental health awareness…#shorts","emilywking",2023-06-11,1539693,61165,8101,NA,"PT1M"
"M4e0QnixY3k","What is Mental Health ? Symptoms of Mental Illness | How to Improve Mental Health Naturally .....","Geo News",2025-07-15,2445,40,1,"geo news live, geo news, live geo news, geo news live tv, geo news today, geo news pakistan, pakistan latest news, today news, today news update, what is mental health, mental health explained, how to improve mental health, daily mental health habits, signs of mental health issues, mental health for students, mental strength tips, mental wellness tips, mental health awareness video, anxiety and stress management, ED-MA-UP-MA-CP-MA","PT1M39S"
"z1Sx8KROgF0","Mental Health Awareness Month","CCI Health Services",2023-05-04,5930,4,0,"ValueCHCs, Community Health Center, FQHC, chooseCCI, CCIcares","PT6M40S"
"7FMoLDEsav4","World Mental Health Awareness - From NAMI NC","NAMI North Carolina",2025-10-10,68,6,0,NA,"PT13M49S"
"W9hSZc-JV_w","Printing with three different ink colors for Men’s Mental Health Awareness Month","Sacramento History Museum",2024-06-22,9422793,232153,479,NA,"PT45S"
"Yh8vcaYuKrw","Mental Health Awareness Month: Defining mental health","ABC15 Arizona",2022-05-07,2249,23,5,"health insider, mental health","PT4M39S"
"sow1KEzO1lY","June is Men’s Mental Health Awareness Month! Catch me on @ABC7LA on June 9th","Kojo Sarfo, DNP",2025-06-04,52164,868,32,NA,"PT15S"
"I5lR0HUvZbQ","What is Mental Health ? Symptoms of Mental Illness | How to Improve Mental Health Naturally .....","Geo News Shorts",2025-07-15,249,1,0,"geo news live, geo news, live geo news, geo news live tv, geo news today, geo news pakistan, pakistan latest news, today news, today news update, what is mental health, mental health explained, how to improve mental health, daily mental health habits, signs of mental health issues, mental health for students, mental strength tips, mental wellness tips, mental health awareness video, anxiety and stress management, ED-MA-UP-MA-CP-MA","PT1M39S"
"Q5dmdxm_rTI","😱 Depression कैसे खत्म करे ? How to take care of mental health ? #shorts #reels #tips #motivation","The Khatri Tribe",2023-06-01,73373,2127,10,"depression treatment hindi, depression se bahar kaise nikale, depression treatment in hindi, depression treatment, depression ko kaise dur kare, मानसिक स्वास्थ्य, depression kaise dur karein, depression se bahar kaise aaye, depression se bahar nikalne ka tarika, डिप्रेशन, depression ki counselling, depression ka ilaj bataye, beat depression naturally, depression kya hai, mental health tips, Depression कैसे खत्म करे ?, How to take care of mental health ?, mental health, depression","PT19S"
"U38jBaJvzqo","Mental Health Awareness for Kids: Helping Children with Anxiety - Boston Medical Center","Natalia's World",2024-08-02,79902,3000,0,"children education, animated educational content, educational videos for children, fun learning for kids, kid-friendly moral lessons, moral cartoons, kids cartoons, fun learning, best kids YouTube show, child, mental health","PT6M19S"
"dCjiM8-gIcw","May is Mental Health Awareness Month🙏🏾♥️ #mentalhealthawareness #manhood #masculinity","Dax",2025-05-05,66306,2359,54,NA,"PT16S"
"mK5a9Q6347o","मानसिक बीमारी के लक्षण क्या होते हैं 😷💊Mansik Rog ke lakshan Kya hain | Dr. Praveen Tripathi","Dr Praveen Tripathi Psychiatry",2025-10-02,39945,1039,33,"mentalhealth, depression, anxiety, mansik bimari, mansik beemari ke lakshan, mansik beemari kya hai, Depression ke lakshan, depression ke lakshan, anxiety ke lakshan, mental problem symptoms, mental problem, mansik rog ke lakshan, man ke rog ke lakshan, panic disorder symptoms, मानसिक बीमारी के क्या लक्षण होते हैं, Mansik Rog ke lakshan Kya hain, मानसिक बीमारी के लक्षण क्या होते हैं, mental health awareness india, psychiatrist hindi video, psychological disorder ke lakshan","PT57S"
"LgFDgFQNOV0","Essay on Importance of Mental Health😍....#education #english #essay #trending","Mann-Mafik🫰🏻",2024-09-26,31861,210,5,NA,"PT16S"
"iaU07T65HzI","What is Mental Health ? Symptoms of Mental Illness | How to Improve Mental Health Naturally .....","Geo Headlines",2025-07-15,2121,22,0,"geo news live, geo news, live geo news, geo news live tv, geo news today, geo news pakistan, pakistan latest news, today news, today news update, what is mental health, mental health explained, how to improve mental health, daily mental health habits, signs of mental health issues, mental health for students, mental strength tips, mental wellness tips, mental health awareness video, anxiety and stress management, ED-MA-UP-MA-CP-MA","PT1M39S"
"NxwnUqedbTQ","Hope you can’t relate 💔 #anxiety #depressions #mentalhealthawareness #anxietymusic","Citizen Soldier",2023-05-18,25264,3100,84,NA,"PT9S"
"LFHienIBv2M","Nobody Cares About Men's Mental Health 💀😨","Mario Rios",2025-06-11,105077,5180,189,"mental health, mental, mens mental health, men's mental health, mental health awareness, depression, mens mental health month, barriers to mental health, stress, mens mental health awareness, depression motivation, mario rios, coach mario, mental illness, god, red pill, self help, self improvement, anxiety, mens mental health motivation, fitness, gym, athlete, mens mental health matters, overcome depression","PT38S"
"_LxB7GdAoqU","If You Are Depressed Or Anxious, It's A Sign That You Are Mentally Healthy | Mel Robbins Motivation","Awaken & Uplift",2025-07-02,79863,3672,53,"Mel Robbins, depression motivation, anxiety motivation, mental health awareness, motivational speech, short motivational video, motivational video, daily motivation, self improvement, emotional resilience, motivation for life, mental health matters, motivational speech 2025, motivation for tough times, you are not broken, watch this every morning, best motivational video ever, motivation today","PT54S"
"IdcfU0h9oqk","mental health awareness month is here 💛 #mentalhealthawareness #mentalhealthmatters #mentalhealth","Unfinished Apparel",2025-05-01,49890,997,12,NA,"PT12S"
"2C3JBtwJC_E","Mental health humor #anxiety #depression #mentalhealthawareness ￼","Kayle’s vlog 🧸📸",2022-02-28,209820,20844,378,NA,"PT35S"
"g8saXslYNAk","Let it Out | Mental Health Awareness Month | Zomato","Zomato",2025-05-15,4110,122,4,NA,"PT1M15S"
"N6HGabA1Gfc","June is Men’s mental health awareness month ❤️‍🩹","OkCron",2025-06-02,316856,21384,1683,NA,"PT29S"
"TMcHTtTNlt4","Can You See the Signs of Mental Health Struggles? #fyp #awareness #viral","Using My Story",2025-04-24,39454,1100,43,NA,"PT8S"
"txmbZ31y3bU","what is mental health? Exploring Mental Health, Emotions, and More","PiZetta Media: Content with a Cause",2025-09-14,2390,12,2,"mental health pandemic, mental health education, mental health statistics, mental health awareness, mental health crisis, sadhguru on mental health, child mental health, mental health, mental health support, emotional health, what is mental health, Exploring Mental Health, psychology, exploring mental health, mental health webinar, mental health help, student mental health, mental health and counselling, mental health symptoms, mental and physical health, pizetta media:","PT53S"
"HJorfF_SWLI","Men’s Mental Health Month","Drewphysique",2023-06-05,127769,2961,408,NA,"PT9S"
"3Tk0_A0qDOI","Mental Health Awareness Month: Kevin Love & Dr. Vivek Murthy","NBA Cares",2021-05-27,3054,32,9,"NBA, NBA Cares, Mental Health, Mind Health, Mental Health Awareness Month, Cleveland Cavaliers, Kevin Love, Dr. Vivek Murthy","PT25M55S"
"4ixCcBWAMqE","How does Anxiety affect our lives? Anxiety Disorder P-1| Mental Health Awareness@iamwithdhanyavarma","I AM with Dhanya Varma",2024-11-03,115100,2480,400,"why anxious, what is anxiety, symptoms of anxiety disorder, anxiety prevention, danxiety and depression, depression and anxiety, psychology, mental health, mantal health awareness, anxitey treatment, dhanya varma youtube channel, dhanya varma, latest epiosde, difference between amxiety and worry, life lessons, motivationla, inspirational, wellness, well being, panic attcks, panic, anxiety awareness, fear or anxiety, prevent panic attacks, life lesoons","PT19M30S"
"7p0m4xZIeaM","A smile doesn’t always tell the full story.","Klinic",2025-08-15,370105,12549,350,NA,"PT17S"
"ohKqLE3CM44","1236:മനസിന്റെ ആരോഗ്യം പൂർണമായും ലഭിക്കാനായി ഈ കാര്യങ്ങൾ ശ്രദ്ധിച്ചിരിക്കുക |Boost your Mental Health","Dr Danish Salim's Dr D Better Life",2023-02-19,68965,2006,96,"Dr Danish Salim, Dr D Betterlife, health malayalam, health malayalam tips, bigboss, malayalam, dr danish, drdbetterlife, dr manoj johnson, dr rajesh kumar, baby foods, star magic, mazhavil manorama, manorama, twenty four news, news18 news, news, malayalam news, asianet news, behindwoods Ice, mediaoneTV live, Mathurubhumi news, health tips, trending, hot news, daily tips, motivation, dr bro, elephant videos, onam, big boss","PT7M35S"
"2sX5V6LLG18","POV : why I decided to start mental health content… #relatable #mentalhealth #awareness","Libby Glass",2023-12-05,167396,14897,118,NA,"PT13S"
"aJpjvv-dmIQ","Mental health awareness e-training for emergency staff - Anxiety in respiratory illness","westlondonnhs",2016-06-08,39458,NA,NA,"Mental health, MATES, WLMHT, anxiety","PT18M17S"
"8yDsJBsbODA","Audiomack & Lakeyah Present Mental Health Awareness Panel","audiomack",2022-06-09,91416,66,4,"audiomack, audio mack, audiomack app, trap symphony, fine tuned, bless the booth, bless the yaad, prank calls, audiomack ink, interviews, hip hop interviews, new freestyles, freestyles, mental health, mental health awareness, mental health discussion, lakeyah, lady london, kentheman, kali, dr. miami, shevon jones, motown, motown records, qc, quality control","PT40M5S"
"3zOQ-h93q4c","mental illness Symptoms","Health Awareness With JK",2023-03-25,466344,1455,28,"mental illness Symptoms, health awareness with jk, drjk, mental health","PT5S"
"sBoNXU2RxLk","Comedian Erik Griffin Speaks On Mental Health Awareness","The BeWell Network",2022-04-18,3100,41,16,"Erik Griffin, Riffin With Griffin, BeWell Network, The BeWell Network, Celebrity, Therapy, mental health, mental health awareness, addiction, recovery, suicide prevention, God is Good, Have Faith, Dr. Ted Bender, CEO, Comedian Erik Griffin, Comedy Central Work Alcoholics","PT36M13S"
"9T1Bo-3vYNE","Local doctor shares personal mental health battle to raise suicide awareness","News 3 Las Vegas",2025-09-27,306,13,7,"Las Vegas Local News, KSNV News, KSNV, Las Vegas Sports, Las Vegas News, Nevada News, Las Vegas Politics, Breaking News, News3LV, News 3 Las Vegas","PT2M1S"
"qG8aEPpCPGg","Signs of Depression You Should Never Ignore | Mental Health Awareness & Psychology Facts","Hidden Mind Facts",2025-09-27,5447,50,0,NA,"PT6S"
"U8lFZYRIFAw","Depression Se Bahar Kaise Aaye | How to Get Out of Depression | How to Overcome Depression","Nirvan Hospital - Dr. Deeptanshu Agarwal",2025-01-06,483894,15473,1320,"depression, how to overcome depression, how to deal with depression, overcome depression, how to fight depression, depression treatment, how to overcome depression and anxiety, signs of depression, dealing with depression, how to beat depression, overcoming depression, depression to expression, clinical depression, depression and anxiety, how to overcome depression after break up, depression se bahar kaise aaye","PT31S"
"lsoypP_o_P4","Mental Health Ko Sahi Kaise Karen l Mental Health Ko Strong Kaise Banaye l Dr Kashika Jain","Dr Kashika Jain : Psychologist",2024-08-02,126950,7532,143,"mental health kaise theek rakhen, mental health kaise thik kare, mental health ko kaise improve kare, mental health ko kaise strong kare, mental health ko kaise sudhare, mental health ko kaise theek karen, mental health ko kaise theek rakhen, mental health ko kaise thik kare, mental health ko kaise thik rakhe, mental health ko sahi kaise karen, mental health ko strong kaise banaye, mental health treatment, how to improve mental health in hindi, mental health ke liye kya kare","PT57S"
"hi4pkZ9QE6k","Tulisa talks about wellbeing with ACM : Mental Health Awareness Week","ACM, Academy of Contemporary Music",2019-05-22,4782,68,15,"ndubz, tulisa, mhaw, mental health, mental health awareness, wellbeing, n dubz","PT4M5S"
"zzIMNr49-j0","REACH - Award Winning Short Film - 2019 | Mental Health Awareness | English Narration","Reach Entertainment",2019-10-10,1765072,24849,793,"Award Winning short film, Award winner, 2019 best short film, best 2019 short film, best Indian short film, mental health short film, social awareness short film, new short film, trending, latest short film, english short film, reachentertainment.in, arvind sethuram, reach entertainment, corporate short films, mental health awareness, lockdown, depression, 2020, woman","PT7M4S"
"wsEWZ6BxZ6o","Letter to the editor for enhancing mental health awareness among the students ✅✌️#shorts#shortfeed","Application Writing",2025-02-20,3165,36,1,"Letter to editor for mental health awareness in school, Mental health awareness letter in English, Formal letter to editor on importance of mental health awareness, Letter to editor for enhancing mental health awareness among the students, Easy way to write mental health awareness for student, Mental health awareness programme for student, Editorial letter for mental health awareness, Importance of mental health awareness in school","PT11S"
"UQQdMto3ayw","#shorts   Mind Matters Day: Ultimate Dance Challenge | Mental Health Awareness Month","Power Learn Project",2023-05-23,941,39,3,NA,"PT1M"
"oGuLIX31bag","Mental Health Awareness - Essay In 100 Words #shorts #essay #essaywriting #health #mentalhealth","LSC",2024-09-01,5293,31,1,NA,"PT15S"
"0CCvrxtDlew","World Mental Health Day 2025 – In-Depth Awareness Speech #AyeshaSpeeches","Ayesha Speeches",2025-10-01,4271,58,1,"Ayesha Speeches, English speeches, motivational speeches, inspirational talks, public speaking, awareness speeches, educational videos","PT30S"
"568n9WbkC6U","This Is My Community | Mental Health Awareness Week 2025","Isabella's Homes",2025-05-12,597,8,0,NA,"PT28S"
"pJQKgKrPsNs","Why Your Mental Health Strategy Might Be Failing #mentalhealth #selfcare #mentalhealthawareness","Sullivan + Associates Clinical Psychology",2024-08-16,31006,182,0,"mental health, self care, mental health awareness, psychology, therapy, anxiety, depression, stress, coping mechanisms, self help, personal growth, emotional well being, mental health tips, mental health struggles, overcoming challenges, finding balance, mindfulness, meditation, healthy habits, self love, anxietyrelief, depressionhelp, bipolar, ocd, ptsd, traumarecovery, eatingdisorderrecovery, addictionrecovery, griefsupport, borderlinepersonalitydisorder, adhd, cbt, dbt, act, mindfulnesspractice","PT49S"
"r_A31NzwkFA","How to be Happy and Healthy! 💪 #MentalHealthAwareness | Operation Ouch","Operation Ouch",2021-05-12,74150,401,0,"Science for kids, Kids Science, Biology for kids, Home schooling, Educational kids content, Science at home, Home Science, Science Project, Science experiments for kids, Kids science experiments, operation ouch, operation ouch episodes, operation ouch en español, cbbc operation ouch, Dr Chris, Dr Xand, biology, human body, medicine, operation ouch food, happy, healthy, mental health awareness","PT20M28S"
